ID,overetch,distance,coeff(1),coeff(2),coeff(3),coeff(4)
1016,0.25,25.0,0.0,0.0,1.5,0.0
1020,0.25,25.0,0.0,1.5,-1.5,1.5
1015,0.25,25.0,0.0,0.0,1.5,-1.5
1019,0.25,25.0,0.0,1.5,-1.5,0.0
1022,0.25,25.0,0.0,1.5,0.0,0.0
1024,0.25,25.0,0.0,1.5,1.5,-1.5
1023,0.25,25.0,0.0,1.5,0.0,1.5
1021,0.25,25.0,0.0,1.5,0.0,-1.5
1026,0.25,25.0,0.0,1.5,1.5,1.5
1027,0.25,25.0,1.5,-1.5,-1.5,-1.5
1029,0.25,25.0,1.5,-1.5,-1.5,1.5
1025,0.25,25.0,0.0,1.5,1.5,0.0
1028,0.25,25.0,1.5,-1.5,-1.5,0.0
1033,0.25,25.0,1.5,-1.5,1.5,-1.5
1032,0.25,25.0,1.5,-1.5,0.0,1.5
1034,0.25,25.0,1.5,-1.5,1.5,0.0
1035,0.25,25.0,1.5,-1.5,1.5,1.5
1031,0.25,25.0,1.5,-1.5,0.0,0.0
1037,0.25,25.0,1.5,0.0,-1.5,0.0
1038,0.25,25.0,1.5,0.0,-1.5,1.5
1036,0.25,25.0,1.5,0.0,-1.5,-1.5
1030,0.25,25.0,1.5,-1.5,0.0,-1.5
1040,0.25,25.0,1.5,0.0,0.0,0.0
1041,0.25,25.0,1.5,0.0,0.0,1.5
1039,0.25,25.0,1.5,0.0,0.0,-1.5
1042,0.25,25.0,1.5,0.0,1.5,-1.5
1043,0.25,25.0,1.5,0.0,1.5,0.0
1045,0.25,25.0,1.5,1.5,-1.5,-1.5
1046,0.25,25.0,1.5,1.5,-1.5,0.0
1047,0.25,25.0,1.5,1.5,-1.5,1.5
1048,0.25,25.0,1.5,1.5,0.0,-1.5
1044,0.25,25.0,1.5,0.0,1.5,1.5
1050,0.25,25.0,1.5,1.5,0.0,1.5
1049,0.25,25.0,1.5,1.5,0.0,0.0
1051,0.25,25.0,1.5,1.5,1.5,-1.5
1053,0.25,25.0,1.5,1.5,1.5,1.5
1054,0.25,27.5,-1.5,-1.5,-1.5,-1.5
1056,0.25,27.5,-1.5,-1.5,-1.5,1.5
1057,0.25,27.5,-1.5,-1.5,0.0,-1.5
1055,0.25,27.5,-1.5,-1.5,-1.5,0.0
1052,0.25,25.0,1.5,1.5,1.5,0.0
1060,0.25,27.5,-1.5,-1.5,1.5,-1.5
1059,0.25,27.5,-1.5,-1.5,0.0,1.5
1061,0.25,27.5,-1.5,-1.5,1.5,0.0
1058,0.25,27.5,-1.5,-1.5,0.0,0.0
1062,0.25,27.5,-1.5,-1.5,1.5,1.5
1064,0.25,27.5,-1.5,0.0,-1.5,0.0
1066,0.25,27.5,-1.5,0.0,0.0,-1.5
1063,0.25,27.5,-1.5,0.0,-1.5,-1.5
1069,0.25,27.5,-1.5,0.0,1.5,-1.5
1067,0.25,27.5,-1.5,0.0,0.0,0.0
1068,0.25,27.5,-1.5,0.0,0.0,1.5
1065,0.25,27.5,-1.5,0.0,-1.5,1.5
1071,0.25,27.5,-1.5,0.0,1.5,1.5
1070,0.25,27.5,-1.5,0.0,1.5,0.0
1072,0.25,27.5,-1.5,1.5,-1.5,-1.5
1073,0.25,27.5,-1.5,1.5,-1.5,0.0
1074,0.25,27.5,-1.5,1.5,-1.5,1.5
1075,0.25,27.5,-1.5,1.5,0.0,-1.5
1076,0.25,27.5,-1.5,1.5,0.0,0.0
1077,0.25,27.5,-1.5,1.5,0.0,1.5
1078,0.25,27.5,-1.5,1.5,1.5,-1.5
1080,0.25,27.5,-1.5,1.5,1.5,1.5
1081,0.25,27.5,0.0,-1.5,-1.5,-1.5
1079,0.25,27.5,-1.5,1.5,1.5,0.0
1083,0.25,27.5,0.0,-1.5,-1.5,1.5
1082,0.25,27.5,0.0,-1.5,-1.5,0.0
1084,0.25,27.5,0.0,-1.5,0.0,-1.5
1085,0.25,27.5,0.0,-1.5,0.0,0.0
1087,0.25,27.5,0.0,-1.5,1.5,-1.5
1089,0.25,27.5,0.0,-1.5,1.5,1.5
1092,0.25,27.5,0.0,0.0,-1.5,1.5
1086,0.25,27.5,0.0,-1.5,0.0,1.5
1091,0.25,27.5,0.0,0.0,-1.5,0.0
1090,0.25,27.5,0.0,0.0,-1.5,-1.5
1088,0.25,27.5,0.0,-1.5,1.5,0.0
1093,0.25,27.5,0.0,0.0,0.0,-1.5
1094,0.25,27.5,0.0,0.0,0.0,0.0
1095,0.25,27.5,0.0,0.0,0.0,1.5
1097,0.25,27.5,0.0,0.0,1.5,0.0
1096,0.25,27.5,0.0,0.0,1.5,-1.5
1098,0.25,27.5,0.0,0.0,1.5,1.5
1099,0.25,27.5,0.0,1.5,-1.5,-1.5
1101,0.25,27.5,0.0,1.5,-1.5,1.5
1100,0.25,27.5,0.0,1.5,-1.5,0.0
1102,0.25,27.5,0.0,1.5,0.0,-1.5
1104,0.25,27.5,0.0,1.5,0.0,1.5
1103,0.25,27.5,0.0,1.5,0.0,0.0
1105,0.25,27.5,0.0,1.5,1.5,-1.5
1107,0.25,27.5,0.0,1.5,1.5,1.5
1106,0.25,27.5,0.0,1.5,1.5,0.0
1108,0.25,27.5,1.5,-1.5,-1.5,-1.5
1109,0.25,27.5,1.5,-1.5,-1.5,0.0
1111,0.25,27.5,1.5,-1.5,0.0,-1.5
1112,0.25,27.5,1.5,-1.5,0.0,0.0
1114,0.25,27.5,1.5,-1.5,1.5,-1.5
1113,0.25,27.5,1.5,-1.5,0.0,1.5
1110,0.25,27.5,1.5,-1.5,-1.5,1.5
1115,0.25,27.5,1.5,-1.5,1.5,0.0
1117,0.25,27.5,1.5,0.0,-1.5,-1.5
1118,0.25,27.5,1.5,0.0,-1.5,0.0
1116,0.25,27.5,1.5,-1.5,1.5,1.5
1121,0.25,27.5,1.5,0.0,0.0,0.0
1123,0.25,27.5,1.5,0.0,1.5,-1.5
1124,0.25,27.5,1.5,0.0,1.5,0.0
1119,0.25,27.5,1.5,0.0,-1.5,1.5
1120,0.25,27.5,1.5,0.0,0.0,-1.5
1122,0.25,27.5,1.5,0.0,0.0,1.5
1125,0.25,27.5,1.5,0.0,1.5,1.5
1126,0.25,27.5,1.5,1.5,-1.5,-1.5
1127,0.25,27.5,1.5,1.5,-1.5,0.0
1129,0.25,27.5,1.5,1.5,0.0,-1.5
1130,0.25,27.5,1.5,1.5,0.0,0.0
1132,0.25,27.5,1.5,1.5,1.5,-1.5
1128,0.25,27.5,1.5,1.5,-1.5,1.5
1131,0.25,27.5,1.5,1.5,0.0,1.5
1134,0.25,27.5,1.5,1.5,1.5,1.5
1133,0.25,27.5,1.5,1.5,1.5,0.0
1136,0.25,30.0,-1.5,-1.5,-1.5,0.0
1135,0.25,30.0,-1.5,-1.5,-1.5,-1.5
1137,0.25,30.0,-1.5,-1.5,-1.5,1.5
1138,0.25,30.0,-1.5,-1.5,0.0,-1.5
1139,0.25,30.0,-1.5,-1.5,0.0,0.0
1140,0.25,30.0,-1.5,-1.5,0.0,1.5
1141,0.25,30.0,-1.5,-1.5,1.5,-1.5
1143,0.25,30.0,-1.5,-1.5,1.5,1.5
1145,0.25,30.0,-1.5,0.0,-1.5,0.0
1142,0.25,30.0,-1.5,-1.5,1.5,0.0
1148,0.25,30.0,-1.5,0.0,0.0,0.0
1146,0.25,30.0,-1.5,0.0,-1.5,1.5
1147,0.25,30.0,-1.5,0.0,0.0,-1.5
1144,0.25,30.0,-1.5,0.0,-1.5,-1.5
1149,0.25,30.0,-1.5,0.0,0.0,1.5
1151,0.25,30.0,-1.5,0.0,1.5,0.0
1153,0.25,30.0,-1.5,1.5,-1.5,-1.5
1152,0.25,30.0,-1.5,0.0,1.5,1.5
1155,0.25,30.0,-1.5,1.5,-1.5,1.5
1159,0.25,30.0,-1.5,1.5,1.5,-1.5
1156,0.25,30.0,-1.5,1.5,0.0,-1.5
1150,0.25,30.0,-1.5,0.0,1.5,-1.5
1154,0.25,30.0,-1.5,1.5,-1.5,0.0
1157,0.25,30.0,-1.5,1.5,0.0,0.0
1158,0.25,30.0,-1.5,1.5,0.0,1.5
1160,0.25,30.0,-1.5,1.5,1.5,0.0
1162,0.25,30.0,0.0,-1.5,-1.5,-1.5
1168,0.25,30.0,0.0,-1.5,1.5,-1.5
1165,0.25,30.0,0.0,-1.5,0.0,-1.5
1163,0.25,30.0,0.0,-1.5,-1.5,0.0
1164,0.25,30.0,0.0,-1.5,-1.5,1.5
1169,0.25,30.0,0.0,-1.5,1.5,0.0
1167,0.25,30.0,0.0,-1.5,0.0,1.5
1166,0.25,30.0,0.0,-1.5,0.0,0.0
1170,0.25,30.0,0.0,-1.5,1.5,1.5
1171,0.25,30.0,0.0,0.0,-1.5,-1.5
1172,0.25,30.0,0.0,0.0,-1.5,0.0
1161,0.25,30.0,-1.5,1.5,1.5,1.5
1174,0.25,30.0,0.0,0.0,0.0,-1.5
1173,0.25,30.0,0.0,0.0,-1.5,1.5
1178,0.25,30.0,0.0,0.0,1.5,0.0
1175,0.25,30.0,0.0,0.0,0.0,0.0
1177,0.25,30.0,0.0,0.0,1.5,-1.5
1176,0.25,30.0,0.0,0.0,0.0,1.5
1179,0.25,30.0,0.0,0.0,1.5,1.5
1181,0.25,30.0,0.0,1.5,-1.5,0.0
1183,0.25,30.0,0.0,1.5,0.0,-1.5
1180,0.25,30.0,0.0,1.5,-1.5,-1.5
1185,0.25,30.0,0.0,1.5,0.0,1.5
1182,0.25,30.0,0.0,1.5,-1.5,1.5
1184,0.25,30.0,0.0,1.5,0.0,0.0
1186,0.25,30.0,0.0,1.5,1.5,-1.5
1187,0.25,30.0,0.0,1.5,1.5,0.0
1192,0.25,30.0,1.5,-1.5,0.0,-1.5
1191,0.25,30.0,1.5,-1.5,-1.5,1.5
1190,0.25,30.0,1.5,-1.5,-1.5,0.0
1188,0.25,30.0,0.0,1.5,1.5,1.5
1189,0.25,30.0,1.5,-1.5,-1.5,-1.5
1193,0.25,30.0,1.5,-1.5,0.0,0.0
1194,0.25,30.0,1.5,-1.5,0.0,1.5
1195,0.25,30.0,1.5,-1.5,1.5,-1.5
1200,0.25,30.0,1.5,0.0,-1.5,1.5
1196,0.25,30.0,1.5,-1.5,1.5,0.0
1197,0.25,30.0,1.5,-1.5,1.5,1.5
1198,0.25,30.0,1.5,0.0,-1.5,-1.5
1199,0.25,30.0,1.5,0.0,-1.5,0.0
1202,0.25,30.0,1.5,0.0,0.0,0.0
1203,0.25,30.0,1.5,0.0,0.0,1.5
1201,0.25,30.0,1.5,0.0,0.0,-1.5
1204,0.25,30.0,1.5,0.0,1.5,-1.5
1205,0.25,30.0,1.5,0.0,1.5,0.0
1208,0.25,30.0,1.5,1.5,-1.5,0.0
1210,0.25,30.0,1.5,1.5,0.0,-1.5
1206,0.25,30.0,1.5,0.0,1.5,1.5
1207,0.25,30.0,1.5,1.5,-1.5,-1.5
1209,0.25,30.0,1.5,1.5,-1.5,1.5
1211,0.25,30.0,1.5,1.5,0.0,0.0
1212,0.25,30.0,1.5,1.5,0.0,1.5
1213,0.25,30.0,1.5,1.5,1.5,-1.5
1215,0.25,30.0,1.5,1.5,1.5,1.5
1214,0.25,30.0,1.5,1.5,1.5,0.0
1216,0.375,20.0,-1.5,-1.5,-1.5,-1.5
1217,0.375,20.0,-1.5,-1.5,-1.5,0.0
1220,0.375,20.0,-1.5,-1.5,0.0,0.0
1222,0.375,20.0,-1.5,-1.5,1.5,-1.5
1221,0.375,20.0,-1.5,-1.5,0.0,1.5
1219,0.375,20.0,-1.5,-1.5,0.0,-1.5
1223,0.375,20.0,-1.5,-1.5,1.5,0.0
1218,0.375,20.0,-1.5,-1.5,-1.5,1.5
1224,0.375,20.0,-1.5,-1.5,1.5,1.5
1226,0.375,20.0,-1.5,0.0,-1.5,0.0
1228,0.375,20.0,-1.5,0.0,0.0,-1.5
1225,0.375,20.0,-1.5,0.0,-1.5,-1.5
1227,0.375,20.0,-1.5,0.0,-1.5,1.5
1229,0.375,20.0,-1.5,0.0,0.0,0.0
1230,0.375,20.0,-1.5,0.0,0.0,1.5
1233,0.375,20.0,-1.5,0.0,1.5,1.5
1231,0.375,20.0,-1.5,0.0,1.5,-1.5
1232,0.375,20.0,-1.5,0.0,1.5,0.0
1235,0.375,20.0,-1.5,1.5,-1.5,0.0
1234,0.375,20.0,-1.5,1.5,-1.5,-1.5
1237,0.375,20.0,-1.5,1.5,0.0,-1.5
1238,0.375,20.0,-1.5,1.5,0.0,0.0
1239,0.375,20.0,-1.5,1.5,0.0,1.5
1240,0.375,20.0,-1.5,1.5,1.5,-1.5
1244,0.375,20.0,0.0,-1.5,-1.5,0.0
1242,0.375,20.0,-1.5,1.5,1.5,1.5
1236,0.375,20.0,-1.5,1.5,-1.5,1.5
1241,0.375,20.0,-1.5,1.5,1.5,0.0
1243,0.375,20.0,0.0,-1.5,-1.5,-1.5
1245,0.375,20.0,0.0,-1.5,-1.5,1.5
1246,0.375,20.0,0.0,-1.5,0.0,-1.5
1248,0.375,20.0,0.0,-1.5,0.0,1.5
1249,0.375,20.0,0.0,-1.5,1.5,-1.5
1251,0.375,20.0,0.0,-1.5,1.5,1.5
1253,0.375,20.0,0.0,0.0,-1.5,0.0
1250,0.375,20.0,0.0,-1.5,1.5,0.0
1247,0.375,20.0,0.0,-1.5,0.0,0.0
1252,0.375,20.0,0.0,0.0,-1.5,-1.5
1254,0.375,20.0,0.0,0.0,-1.5,1.5
1261,0.375,20.0,0.0,1.5,-1.5,-1.5
1262,0.375,20.0,0.0,1.5,-1.5,0.0
1260,0.375,20.0,0.0,0.0,1.5,1.5
1255,0.375,20.0,0.0,0.0,0.0,-1.5
1263,0.375,20.0,0.0,1.5,-1.5,1.5
1257,0.375,20.0,0.0,0.0,0.0,1.5
1258,0.375,20.0,0.0,0.0,1.5,-1.5
1256,0.375,20.0,0.0,0.0,0.0,0.0
1259,0.375,20.0,0.0,0.0,1.5,0.0
1264,0.375,20.0,0.0,1.5,0.0,-1.5
1267,0.375,20.0,0.0,1.5,1.5,-1.5
1265,0.375,20.0,0.0,1.5,0.0,0.0
1268,0.375,20.0,0.0,1.5,1.5,0.0
1266,0.375,20.0,0.0,1.5,0.0,1.5
1272,0.375,20.0,1.5,-1.5,-1.5,1.5
1270,0.375,20.0,1.5,-1.5,-1.5,-1.5
1269,0.375,20.0,0.0,1.5,1.5,1.5
1273,0.375,20.0,1.5,-1.5,0.0,-1.5
1271,0.375,20.0,1.5,-1.5,-1.5,0.0
1275,0.375,20.0,1.5,-1.5,0.0,1.5
1274,0.375,20.0,1.5,-1.5,0.0,0.0
1277,0.375,20.0,1.5,-1.5,1.5,0.0
1279,0.375,20.0,1.5,0.0,-1.5,-1.5
1281,0.375,20.0,1.5,0.0,-1.5,1.5
1282,0.375,20.0,1.5,0.0,0.0,-1.5
1278,0.375,20.0,1.5,-1.5,1.5,1.5
1276,0.375,20.0,1.5,-1.5,1.5,-1.5
1280,0.375,20.0,1.5,0.0,-1.5,0.0
1283,0.375,20.0,1.5,0.0,0.0,0.0
1284,0.375,20.0,1.5,0.0,0.0,1.5
1286,0.375,20.0,1.5,0.0,1.5,0.0
1285,0.375,20.0,1.5,0.0,1.5,-1.5
1289,0.375,20.0,1.5,1.5,-1.5,0.0
1288,0.375,20.0,1.5,1.5,-1.5,-1.5
1290,0.375,20.0,1.5,1.5,-1.5,1.5
1292,0.375,20.0,1.5,1.5,0.0,0.0
1291,0.375,20.0,1.5,1.5,0.0,-1.5
1287,0.375,20.0,1.5,0.0,1.5,1.5
1293,0.375,20.0,1.5,1.5,0.0,1.5
1294,0.375,20.0,1.5,1.5,1.5,-1.5
1295,0.375,20.0,1.5,1.5,1.5,0.0
1301,0.375,22.5,-1.5,-1.5,0.0,0.0
1299,0.375,22.5,-1.5,-1.5,-1.5,1.5
1296,0.375,20.0,1.5,1.5,1.5,1.5
1302,0.375,22.5,-1.5,-1.5,0.0,1.5
1298,0.375,22.5,-1.5,-1.5,-1.5,0.0
1300,0.375,22.5,-1.5,-1.5,0.0,-1.5
1297,0.375,22.5,-1.5,-1.5,-1.5,-1.5
1304,0.375,22.5,-1.5,-1.5,1.5,0.0
1303,0.375,22.5,-1.5,-1.5,1.5,-1.5
1305,0.375,22.5,-1.5,-1.5,1.5,1.5
1306,0.375,22.5,-1.5,0.0,-1.5,-1.5
1311,0.375,22.5,-1.5,0.0,0.0,1.5
1308,0.375,22.5,-1.5,0.0,-1.5,1.5
1312,0.375,22.5,-1.5,0.0,1.5,-1.5
1310,0.375,22.5,-1.5,0.0,0.0,0.0
1307,0.375,22.5,-1.5,0.0,-1.5,0.0
1313,0.375,22.5,-1.5,0.0,1.5,0.0
1309,0.375,22.5,-1.5,0.0,0.0,-1.5
1315,0.375,22.5,-1.5,1.5,-1.5,-1.5
1314,0.375,22.5,-1.5,0.0,1.5,1.5
1316,0.375,22.5,-1.5,1.5,-1.5,0.0
1322,0.375,22.5,-1.5,1.5,1.5,0.0
1320,0.375,22.5,-1.5,1.5,0.0,1.5
1323,0.375,22.5,-1.5,1.5,1.5,1.5
1319,0.375,22.5,-1.5,1.5,0.0,0.0
1317,0.375,22.5,-1.5,1.5,-1.5,1.5
1318,0.375,22.5,-1.5,1.5,0.0,-1.5
1325,0.375,22.5,0.0,-1.5,-1.5,0.0
1324,0.375,22.5,0.0,-1.5,-1.5,-1.5
1321,0.375,22.5,-1.5,1.5,1.5,-1.5
1326,0.375,22.5,0.0,-1.5,-1.5,1.5
1328,0.375,22.5,0.0,-1.5,0.0,0.0
1330,0.375,22.5,0.0,-1.5,1.5,-1.5
1332,0.375,22.5,0.0,-1.5,1.5,1.5
1334,0.375,22.5,0.0,0.0,-1.5,0.0
1331,0.375,22.5,0.0,-1.5,1.5,0.0
1333,0.375,22.5,0.0,0.0,-1.5,-1.5
1327,0.375,22.5,0.0,-1.5,0.0,-1.5
1329,0.375,22.5,0.0,-1.5,0.0,1.5
1335,0.375,22.5,0.0,0.0,-1.5,1.5
1336,0.375,22.5,0.0,0.0,0.0,-1.5
1337,0.375,22.5,0.0,0.0,0.0,0.0
1338,0.375,22.5,0.0,0.0,0.0,1.5
1341,0.375,22.5,0.0,0.0,1.5,1.5
1342,0.375,22.5,0.0,1.5,-1.5,-1.5
1340,0.375,22.5,0.0,0.0,1.5,0.0
1343,0.375,22.5,0.0,1.5,-1.5,0.0
1339,0.375,22.5,0.0,0.0,1.5,-1.5
1345,0.375,22.5,0.0,1.5,0.0,-1.5
1344,0.375,22.5,0.0,1.5,-1.5,1.5
1346,0.375,22.5,0.0,1.5,0.0,0.0
1348,0.375,22.5,0.0,1.5,1.5,-1.5
1349,0.375,22.5,0.0,1.5,1.5,0.0
1350,0.375,22.5,0.0,1.5,1.5,1.5
1352,0.375,22.5,1.5,-1.5,-1.5,0.0
1347,0.375,22.5,0.0,1.5,0.0,1.5
1353,0.375,22.5,1.5,-1.5,-1.5,1.5
1351,0.375,22.5,1.5,-1.5,-1.5,-1.5
1354,0.375,22.5,1.5,-1.5,0.0,-1.5
1356,0.375,22.5,1.5,-1.5,0.0,1.5
1355,0.375,22.5,1.5,-1.5,0.0,0.0
1357,0.375,22.5,1.5,-1.5,1.5,-1.5
1360,0.375,22.5,1.5,0.0,-1.5,-1.5
1358,0.375,22.5,1.5,-1.5,1.5,0.0
1359,0.375,22.5,1.5,-1.5,1.5,1.5
1362,0.375,22.5,1.5,0.0,-1.5,1.5
1361,0.375,22.5,1.5,0.0,-1.5,0.0
1364,0.375,22.5,1.5,0.0,0.0,0.0
1365,0.375,22.5,1.5,0.0,0.0,1.5
1363,0.375,22.5,1.5,0.0,0.0,-1.5
1367,0.375,22.5,1.5,0.0,1.5,0.0
1368,0.375,22.5,1.5,0.0,1.5,1.5
1366,0.375,22.5,1.5,0.0,1.5,-1.5
1371,0.375,22.5,1.5,1.5,-1.5,1.5
1369,0.375,22.5,1.5,1.5,-1.5,-1.5
1370,0.375,22.5,1.5,1.5,-1.5,0.0
1372,0.375,22.5,1.5,1.5,0.0,-1.5
1373,0.375,22.5,1.5,1.5,0.0,0.0
1376,0.375,22.5,1.5,1.5,1.5,0.0
1375,0.375,22.5,1.5,1.5,1.5,-1.5
1374,0.375,22.5,1.5,1.5,0.0,1.5
1378,0.375,25.0,-1.5,-1.5,-1.5,-1.5
1377,0.375,22.5,1.5,1.5,1.5,1.5
1380,0.375,25.0,-1.5,-1.5,-1.5,1.5
1381,0.375,25.0,-1.5,-1.5,0.0,-1.5
1383,0.375,25.0,-1.5,-1.5,0.0,1.5
1384,0.375,25.0,-1.5,-1.5,1.5,-1.5
1379,0.375,25.0,-1.5,-1.5,-1.5,0.0
1382,0.375,25.0,-1.5,-1.5,0.0,0.0
1385,0.375,25.0,-1.5,-1.5,1.5,0.0
1387,0.375,25.0,-1.5,0.0,-1.5,-1.5
1388,0.375,25.0,-1.5,0.0,-1.5,0.0
1386,0.375,25.0,-1.5,-1.5,1.5,1.5
1390,0.375,25.0,-1.5,0.0,0.0,-1.5
1392,0.375,25.0,-1.5,0.0,0.0,1.5
1393,0.375,25.0,-1.5,0.0,1.5,-1.5
1391,0.375,25.0,-1.5,0.0,0.0,0.0
1389,0.375,25.0,-1.5,0.0,-1.5,1.5
1396,0.375,25.0,-1.5,1.5,-1.5,-1.5
1395,0.375,25.0,-1.5,0.0,1.5,1.5
1394,0.375,25.0,-1.5,0.0,1.5,0.0
1398,0.375,25.0,-1.5,1.5,-1.5,1.5
1399,0.375,25.0,-1.5,1.5,0.0,-1.5
1397,0.375,25.0,-1.5,1.5,-1.5,0.0
1400,0.375,25.0,-1.5,1.5,0.0,0.0
1402,0.375,25.0,-1.5,1.5,1.5,-1.5
1401,0.375,25.0,-1.5,1.5,0.0,1.5
1404,0.375,25.0,-1.5,1.5,1.5,1.5
1405,0.375,25.0,0.0,-1.5,-1.5,-1.5
1403,0.375,25.0,-1.5,1.5,1.5,0.0
1406,0.375,25.0,0.0,-1.5,-1.5,0.0
1408,0.375,25.0,0.0,-1.5,0.0,-1.5
1412,0.375,25.0,0.0,-1.5,1.5,0.0
1410,0.375,25.0,0.0,-1.5,0.0,1.5
1413,0.375,25.0,0.0,-1.5,1.5,1.5
1414,0.375,25.0,0.0,0.0,-1.5,-1.5
1409,0.375,25.0,0.0,-1.5,0.0,0.0
1411,0.375,25.0,0.0,-1.5,1.5,-1.5
1415,0.375,25.0,0.0,0.0,-1.5,0.0
1416,0.375,25.0,0.0,0.0,-1.5,1.5
1417,0.375,25.0,0.0,0.0,0.0,-1.5
1421,0.375,25.0,0.0,0.0,1.5,0.0
1422,0.375,25.0,0.0,0.0,1.5,1.5
1419,0.375,25.0,0.0,0.0,0.0,1.5
1420,0.375,25.0,0.0,0.0,1.5,-1.5
1425,0.375,25.0,0.0,1.5,-1.5,1.5
1424,0.375,25.0,0.0,1.5,-1.5,0.0
1423,0.375,25.0,0.0,1.5,-1.5,-1.5
1426,0.375,25.0,0.0,1.5,0.0,-1.5
1407,0.375,25.0,0.0,-1.5,-1.5,1.5
1418,0.375,25.0,0.0,0.0,0.0,0.0
1427,0.375,25.0,0.0,1.5,0.0,0.0
1429,0.375,25.0,0.0,1.5,1.5,-1.5
1431,0.375,25.0,0.0,1.5,1.5,1.5
1430,0.375,25.0,0.0,1.5,1.5,0.0
1428,0.375,25.0,0.0,1.5,0.0,1.5
1432,0.375,25.0,1.5,-1.5,-1.5,-1.5
1433,0.375,25.0,1.5,-1.5,-1.5,0.0
1434,0.375,25.0,1.5,-1.5,-1.5,1.5
1435,0.375,25.0,1.5,-1.5,0.0,-1.5
1436,0.375,25.0,1.5,-1.5,0.0,0.0
1437,0.375,25.0,1.5,-1.5,0.0,1.5
1438,0.375,25.0,1.5,-1.5,1.5,-1.5
1440,0.375,25.0,1.5,-1.5,1.5,1.5
1439,0.375,25.0,1.5,-1.5,1.5,0.0
1445,0.375,25.0,1.5,0.0,0.0,0.0
1443,0.375,25.0,1.5,0.0,-1.5,1.5
1444,0.375,25.0,1.5,0.0,0.0,-1.5
1447,0.375,25.0,1.5,0.0,1.5,-1.5
1441,0.375,25.0,1.5,0.0,-1.5,-1.5
1446,0.375,25.0,1.5,0.0,0.0,1.5
1442,0.375,25.0,1.5,0.0,-1.5,0.0
1448,0.375,25.0,1.5,0.0,1.5,0.0
1449,0.375,25.0,1.5,0.0,1.5,1.5
1450,0.375,25.0,1.5,1.5,-1.5,-1.5
1452,0.375,25.0,1.5,1.5,-1.5,1.5
1451,0.375,25.0,1.5,1.5,-1.5,0.0
1453,0.375,25.0,1.5,1.5,0.0,-1.5
1458,0.375,25.0,1.5,1.5,1.5,1.5
1457,0.375,25.0,1.5,1.5,1.5,0.0
1455,0.375,25.0,1.5,1.5,0.0,1.5
1456,0.375,25.0,1.5,1.5,1.5,-1.5
1454,0.375,25.0,1.5,1.5,0.0,0.0
1459,0.375,27.5,-1.5,-1.5,-1.5,-1.5
1460,0.375,27.5,-1.5,-1.5,-1.5,0.0
1462,0.375,27.5,-1.5,-1.5,0.0,-1.5
1463,0.375,27.5,-1.5,-1.5,0.0,0.0
1464,0.375,27.5,-1.5,-1.5,0.0,1.5
1461,0.375,27.5,-1.5,-1.5,-1.5,1.5
1465,0.375,27.5,-1.5,-1.5,1.5,-1.5
1466,0.375,27.5,-1.5,-1.5,1.5,0.0
1467,0.375,27.5,-1.5,-1.5,1.5,1.5
1469,0.375,27.5,-1.5,0.0,-1.5,0.0
1468,0.375,27.5,-1.5,0.0,-1.5,-1.5
1471,0.375,27.5,-1.5,0.0,0.0,-1.5
1470,0.375,27.5,-1.5,0.0,-1.5,1.5
1473,0.375,27.5,-1.5,0.0,0.0,1.5
1472,0.375,27.5,-1.5,0.0,0.0,0.0
1474,0.375,27.5,-1.5,0.0,1.5,-1.5
1476,0.375,27.5,-1.5,0.0,1.5,1.5
1475,0.375,27.5,-1.5,0.0,1.5,0.0
1480,0.375,27.5,-1.5,1.5,0.0,-1.5
1477,0.375,27.5,-1.5,1.5,-1.5,-1.5
1479,0.375,27.5,-1.5,1.5,-1.5,1.5
1478,0.375,27.5,-1.5,1.5,-1.5,0.0
1482,0.375,27.5,-1.5,1.5,0.0,1.5
1481,0.375,27.5,-1.5,1.5,0.0,0.0
1485,0.375,27.5,-1.5,1.5,1.5,1.5
1484,0.375,27.5,-1.5,1.5,1.5,0.0
1487,0.375,27.5,0.0,-1.5,-1.5,0.0
1483,0.375,27.5,-1.5,1.5,1.5,-1.5
1486,0.375,27.5,0.0,-1.5,-1.5,-1.5
1488,0.375,27.5,0.0,-1.5,-1.5,1.5
1490,0.375,27.5,0.0,-1.5,0.0,0.0
1491,0.375,27.5,0.0,-1.5,0.0,1.5
1489,0.375,27.5,0.0,-1.5,0.0,-1.5
1492,0.375,27.5,0.0,-1.5,1.5,-1.5
1493,0.375,27.5,0.0,-1.5,1.5,0.0
1495,0.375,27.5,0.0,0.0,-1.5,-1.5
1496,0.375,27.5,0.0,0.0,-1.5,0.0
1494,0.375,27.5,0.0,-1.5,1.5,1.5
1497,0.375,27.5,0.0,0.0,-1.5,1.5
1498,0.375,27.5,0.0,0.0,0.0,-1.5
1500,0.375,27.5,0.0,0.0,0.0,1.5
1499,0.375,27.5,0.0,0.0,0.0,0.0
1502,0.375,27.5,0.0,0.0,1.5,0.0
1501,0.375,27.5,0.0,0.0,1.5,-1.5
1503,0.375,27.5,0.0,0.0,1.5,1.5
1504,0.375,27.5,0.0,1.5,-1.5,-1.5
1511,0.375,27.5,0.0,1.5,1.5,0.0
1507,0.375,27.5,0.0,1.5,0.0,-1.5
1508,0.375,27.5,0.0,1.5,0.0,0.0
1509,0.375,27.5,0.0,1.5,0.0,1.5
1506,0.375,27.5,0.0,1.5,-1.5,1.5
